production_id,job_order_id,product_id,machine_id,operator_id,step_number,step_machine_type,date,shift,start_time,end_time,setup_time_min,cycle_time_min,queue_time_min,total_time_min,quantity_in,quantity_good,first_pass_yield,machine_cost,labor_cost
PRD-RUN-000648,JOB-00164,PRD-001,MCH-009,OPR-002,2,Drill Press,2025-02-07,Afternoon (2PM-10PM),2025-02-07 15:37,2025-02-07 19:30,11.4,22.1,7.9,240.3,10,8,0.876,174.3,135.57
PRD-RUN-000649,JOB-00164,PRD-001,MCH-012,OPR-007,3,Surface Grinder,2025-02-07,Afternoon (2PM-10PM),2025-02-07 19:54,2025-02-08 02:02,10.8,35.7,4.6,372.4,10,8,0.913,398.45,214.55
PRD-RUN-000650,JOB-00164,PRD-001,MCH-018,OPR-006,4,Inspection Station,2025-02-08,Night (10PM-6AM),2025-02-08 02:48,2025-02-08 06:08,6.0,19.4,16.7,216.7,10,8,0.876,183.33,116.67
PRD-RUN-000651,JOB-00165,PRD-002,MCH-007,OPR-001,1,CNC Lathe,2025-01-13,Night (10PM-6AM),2025-01-13 04:37,2025-01-14 18:40,17.6,45.3,5.3,2287.9,50,42,0.876,2853.25,1331.52
PRD-RUN-000652,JOB-00165,PRD-002,MCH-012,OPR-009,2,Surface Grinder,2025-01-14,Afternoon (2PM-10PM),2025-01-14 20:33,2025-01-15 21:29,10.6,29.7,60.5,1556.1,50,42,0.876,1620.23,872.43
PRD-RUN-000653,JOB-00165,PRD-002,MCH-015,OPR-004,3,Assembly Station,2025-01-15,Night (10PM-6AM),2025-01-15 22:39,2025-01-17 08:12,7.7,40.1,31.4,2044.1,50,44,0.909,1341.8,1174.08
PRD-RUN-000654,JOB-00165,PRD-002,MCH-018,OPR-015,4,Inspection Station,2025-01-17,Morning (6AM-2PM),2025-01-17 08:38,2025-01-18 00:28,10.0,18.8,7.7,957.7,50,42,0.876,870.83,554.17
PRD-RUN-000655,JOB-00166,PRD-007,MCH-001,OPR-015,1,CNC Mill,2024-11-18,Night (10PM-6AM),2024-11-18 03:41,2024-11-19 01:31,11.7,64.9,12.4,1322.1,20,17,0.876,1855.41,763.99
PRD-RUN-000656,JOB-00166,PRD-007,MCH-008,OPR-004,2,Drill Press,2024-11-19,Night (10PM-6AM),2024-11-19 02:03,2024-11-19 09:57,5.6,23.4,1.9,475.5,20,17,0.905,355.2,276.27
PRD-RUN-000657,JOB-00166,PRD-007,MCH-008,OPR-006,3,Drill Press,2024-11-19,Morning (6AM-2PM),2024-11-19 10:34,2024-11-19 19:46,13.4,26.9,5.9,557.3,20,17,0.876,413.55,321.65
PRD-RUN-000658,JOB-00166,PRD-007,MCH-011,OPR-006,4,Surface Grinder,2024-11-19,Afternoon (2PM-10PM),2024-11-19 21:03,2024-11-20 12:04,11.4,44.5,30.5,931.9,20,17,0.876,976.52,525.82
PRD-RUN-000659,JOB-00166,PRD-007,MCH-018,OPR-001,5,Inspection Station,2024-11-20,Morning (6AM-2PM),2024-11-20 13:10,2024-11-20 19:26,11.4,18.2,29.1,404.5,20,17,0.876,344.12,218.98
PRD-RUN-000660,JOB-00167,PRD-005,MCH-002,OPR-001,1,CNC Mill,2024-04-11,Morning (6AM-2PM),2024-04-11 06:34,2024-04-11 11:24,6.2,56.8,23.3,313.5,5,4,0.876,411.12,169.28
PRD-RUN-000661,JOB-00167,PRD-005,MCH-008,OPR-012,2,Drill Press,2024-04-11,Morning (6AM-2PM),2024-04-11 12:39,2024-04-11 14:40,13.5,21.4,39.8,160.3,5,4,0.901,90.38,70.29
PRD-RUN-000662,JOB-00167,PRD-005,MCH-016,OPR-003,3,Assembly Station,2024-04-11,Afternoon (2PM-10PM),2024-04-11 15:30,2024-04-11 20:40,12.3,59.4,14.0,323.3,5,4,1.0,206.2,180.43
PRD-RUN-000663,JOB-00167,PRD-005,MCH-017,OPR-010,4,Inspection Station,2024-04-11,Afternoon (2PM-10PM),2024-04-11 21:03,2024-04-11 22:52,9.3,20.0,8.9,118.2,5,4,0.876,100.19,63.76
PRD-RUN-000664,JOB-00168,PRD-003,MCH-002,OPR-005,1,CNC Mill,2025-02-17,Night (10PM-6AM),2025-02-17 03:33,2025-02-17 18:48,11.7,45.2,60.6,976.3,20,19,0.999,1297.24,534.16
PRD-RUN-000665,JOB-00168,PRD-003,MCH-009,OPR-002,2,Drill Press,2025-02-17,Afternoon (2PM-10PM),2025-02-17 19:04,2025-02-18 03:33,9.0,25.0,0.2,509.2,20,17,0.876,381.75,296.92
PRD-RUN-000666,JOB-00168,PRD-003,MCH-006,OPR-010,3,CNC Lathe,2025-02-18,Night (10PM-6AM),2025-02-18 04:28,2025-02-18 20:46,10.2,48.4,23.6,1001.8,20,17,0.876,1222.75,570.62
PRD-RUN-000667,JOB-00168,PRD-003,MCH-017,OPR-009,4,Inspection Station,2025-02-18,Afternoon (2PM-10PM),2025-02-18 21:08,2025-02-19 03:48,10.6,19.5,2.0,402.6,20,17,0.876,367.22,233.68
PRD-RUN-000668,JOB-00169,PRD-002,MCH-005,OPR-011,1,CNC Lathe,2025-03-11,Night (10PM-6AM),2025-03-11 05:44,2025-03-11 06:41,10.4,46.2,26.9,83.5,1,1,0.876,70.75,33.02
PRD-RUN-000669,JOB-00169,PRD-002,MCH-012,OPR-008,2,Surface Grinder,2025-03-11,Morning (6AM-2PM),2025-03-11 07:21,2025-03-11 08:09,18.1,29.6,18.9,66.6,1,1,0.923,51.68,27.83
PRD-RUN-000670,JOB-00169,PRD-002,MCH-014,OPR-009,3,Assembly Station,2025-03-11,Morning (6AM-2PM),2025-03-11 08:28,2025-03-11 09:41,12.7,59.9,5.5,78.1,1,1,0.876,48.4,42.35
PRD-RUN-000671,JOB-00169,PRD-002,MCH-017,OPR-006,4,Inspection Station,2025-03-11,Morning (6AM-2PM),2025-03-11 10:04,2025-03-11 10:33,9.3,19.6,10.9,39.8,1,1,0.876,26.49,16.86
PRD-RUN-000672,JOB-00170,PRD-005,MCH-003,OPR-009,1,CNC Mill,2025-12-08,Night (10PM-6AM),2025-12-08 01:30,2025-12-08 03:13,10.7,46.0,1.3,104.0,2,1,0.876,145.49,59.91
PRD-RUN-000673,JOB-00170,PRD-005,MCH-010,OPR-015,2,Drill Press,2025-12-08,Night (10PM-6AM),2025-12-08 03:48,2025-12-08 04:37,3.0,23.0,16.4,65.4,2,1,0.876,36.75,28.58
PRD-RUN-000674,JOB-00170,PRD-005,MCH-015,OPR-003,3,Assembly Station,2025-12-08,Night (10PM-6AM),2025-12-08 04:52,2025-12-08 07:25,13.1,70.1,1.0,154.3,2,2,1.0,102.2,89.42
PRD-RUN-000675,JOB-00170,PRD-005,MCH-018,OPR-012,4,Inspection Station,2025-12-08,Morning (6AM-2PM),2025-12-08 08:03,2025-12-08 08:47,8.2,17.9,10.3,54.3,2,1,0.876,40.33,25.67
PRD-RUN-000676,JOB-00171,PRD-002,MCH-007,OPR-012,1,CNC Lathe,2025-09-10,Night (10PM-6AM),2025-09-10 02:09,2025-09-10 14:13,5.7,35.9,6.5,730.2,20,17,0.904,904.62,422.16
PRD-RUN-000677,JOB-00171,PRD-002,MCH-012,OPR-015,2,Surface Grinder,2025-09-10,Afternoon (2PM-10PM),2025-09-10 15:03,2025-09-11 01:47,15.7,31.4,20.8,664.5,20,17,0.876,697.34,375.49
PRD-RUN-000678,JOB-00171,PRD-002,MCH-014,OPR-002,3,Assembly Station,2025-09-11,Night (10PM-6AM),2025-09-11 02:08,2025-09-12 02:09,14.6,71.3,8.6,1449.2,20,17,0.876,960.4,840.35
PRD-RUN-000679,JOB-00171,PRD-002,MCH-018,OPR-005,4,Inspection Station,2025-09-12,Night (10PM-6AM),2025-09-12 02:41,2025-09-12 08:03,13.9,15.4,5.2,327.1,20,18,0.93,295.07,187.77
PRD-RUN-000680,JOB-00172,PRD-005,MCH-002,OPR-014,1,CNC Mill,2024-11-22,Night (10PM-6AM),2024-11-22 03:41,2024-11-22 19:15,7.7,46.3,5.2,938.9,20,18,0.931,1322.74,544.66
PRD-RUN-000681,JOB-00172,PRD-005,MCH-009,OPR-010,2,Drill Press,2024-11-22,Afternoon (2PM-10PM),2024-11-22 19:46,2024-11-23 03:37,3.0,23.4,12.2,483.2,20,17,0.876,353.25,274.75
PRD-RUN-000682,JOB-00172,PRD-005,MCH-014,OPR-011,3,Assembly Station,2024-11-23,Night (10PM-6AM),2024-11-23 04:23,2024-11-24 04:14,8.5,71.1,14.9,1445.4,20,17,0.876,953.67,834.46
PRD-RUN-000683,JOB-00172,PRD-005,MCH-018,OPR-003,4,Inspection Station,2024-11-24,Night (10PM-6AM),2024-11-24 05:03,2024-11-24 10:16,7.1,15.3,12.2,325.3,20,17,0.925,287.01,182.64
PRD-RUN-000684,JOB-00173,PRD-005,MCH-002,OPR-009,1,CNC Mill,2024-09-06,Night (10PM-6AM),2024-09-06 02:23,2024-09-06 04:24,10.7,54.9,26.2,146.7,2,1,0.876,170.71,70.29
PRD-RUN-000685,JOB-00173,PRD-005,MCH-008,OPR-015,2,Drill Press,2024-09-06,Morning (6AM-2PM),2024-09-06 07:26,2024-09-06 08:32,11.6,27.2,101.6,167.6,2,1,0.876,49.5,38.5
PRD-RUN-000686,JOB-00173,PRD-005,MCH-015,OPR-002,3,Assembly Station,2024-09-06,Morning (6AM-2PM),2024-09-06 08:59,2024-09-06 11:24,5.1,70.0,7.8,152.9,2,1,0.876,96.73,84.64
PRD-RUN-000687,JOB-00173,PRD-005,MCH-017,OPR-006,4,Inspection Station,2024-09-06,Morning (6AM-2PM),2024-09-06 12:40,2024-09-06 13:25,7.1,19.0,41.7,86.8,2,1,0.876,41.34,26.31
PRD-RUN-000688,JOB-00174,PRD-008,MCH-004,OPR-005,1,CNC Mill,2024-09-16,Night (10PM-6AM),2024-09-16 05:11,2024-09-16 12:54,4.9,45.8,7.0,469.9,10,9,0.945,655.77,270.02
PRD-RUN-000689,JOB-00174,PRD-008,MCH-009,OPR-011,2,Drill Press,2024-09-16,Morning (6AM-2PM),2024-09-16 13:20,2024-09-16 17:20,10.3,23.0,2.2,242.5,10,8,0.876,180.22,140.17
PRD-RUN-000690,JOB-00174,PRD-008,MCH-015,OPR-013,3,Assembly Station,2024-09-16,Afternoon (2PM-10PM),2024-09-16 17:56,2024-09-17 00:25,14.9,37.4,12.2,401.1,10,9,0.952,259.27,226.86
PRD-RUN-000691,JOB-00174,PRD-008,MCH-017,OPR-011,4,Inspection Station,2024-09-17,Night (10PM-6AM),2024-09-17 01:23,2024-09-17 04:41,9.1,18.9,25.1,223.2,10,8,0.876,181.59,115.56
PRD-RUN-000692,JOB-00175,PRD-008,MCH-001,OPR-012,1,CNC Mill,2025-11-04,Morning (6AM-2PM),2025-11-04 06:10,2025-11-04 17:11,6.0,65.5,2.9,663.9,10,8,0.876,936.42,385.58
PRD-RUN-000693,JOB-00175,PRD-008,MCH-008,OPR-006,2,Drill Press,2025-11-04,Afternoon (2PM-10PM),2025-11-04 17:55,2025-11-04 22:15,8.4,25.2,10.8,271.2,10,8,0.876,195.3,151.9
PRD-RUN-000694,JOB-00175,PRD-008,MCH-016,OPR-016,3,Assembly Station,2025-11-04,Night (10PM-6AM),2025-11-04 22:55,2025-11-05 09:04,6.4,60.2,14.7,623.1,10,8,0.895,405.6,354.9
PRD-RUN-000695,JOB-00175,PRD-008,MCH-018,OPR-011,4,Inspection Station,2025-11-05,Morning (6AM-2PM),2025-11-05 09:29,2025-11-05 12:56,6.8,20.0,4.4,211.2,10,8,0.876,189.57,120.63
PRD-RUN-000696,JOB-00176,PRD-007,MCH-001,OPR-006,1,CNC Mill,2024-05-29,Night (10PM-6AM),2024-05-29 01:13,2024-05-29 18:25,10.3,51.1,0.1,1032.4,20,17,0.876,1462.42,602.17
PRD-RUN-000697,JOB-00176,PRD-007,MCH-009,OPR-010,2,Drill Press,2024-05-29,Afternoon (2PM-10PM),2024-05-29 19:32,2024-05-30 03:48,12.2,24.2,33.2,529.4,20,17,0.876,372.15,289.45
PRD-RUN-000698,JOB-00176,PRD-007,MCH-008,OPR-015,3,Drill Press,2024-05-30,Night (10PM-6AM),2024-05-30 04:36,2024-05-30 12:44,12.4,23.8,19.2,507.6,20,17,0.876,366.3,284.9
PRD-RUN-000699,JOB-00176,PRD-007,MCH-011,OPR-001,4,Surface Grinder,2024-05-30,Morning (6AM-2PM),2024-05-30 13:47,2024-05-30 21:34,7.3,23.0,27.1,494.4,20,17,0.876,506.24,272.59
PRD-RUN-000700,JOB-00176,PRD-007,MCH-018,OPR-015,5,Inspection Station,2024-05-30,Night (10PM-6AM),2024-05-30 22:28,2024-05-31 04:50,11.1,18.5,23.0,404.1,20,17,0.876,349.34,222.31
PRD-RUN-000701,JOB-00177,PRD-006,MCH-007,OPR-014,1,CNC Lathe,2025-12-10,Night (10PM-6AM),2025-12-10 02:11,2025-12-10 09:28,15.4,42.2,24.0,461.4,10,8,0.876,546.75,255.15
PRD-RUN-000702,JOB-00177,PRD-006,MCH-010,OPR-013,2,Drill Press,2025-12-10,Morning (6AM-2PM),2025-12-10 09:52,2025-12-10 13:07,8.4,18.7,1.5,196.9,10,9,0.942,146.55,113.98
PRD-RUN-000703,JOB-00177,PRD-006,MCH-012,OPR-008,3,Surface Grinder,2025-12-10,Afternoon (2PM-10PM),2025-12-10 15:58,2025-12-10 22:14,13.0,36.3,97.8,473.8,10,9,0.938,407.33,219.33
PRD-RUN-000704,JOB-00177,PRD-006,MCH-018,OPR-012,4,Inspection Station,2025-12-10,Night (10PM-6AM),2025-12-10 23:33,2025-12-11 02:30,15.2,16.2,32.0,209.2,10,8,0.876,162.43,103.37
PRD-RUN-000705,JOB-00178,PRD-007,MCH-003,OPR-016,1,CNC Mill,2024-02-21,Morning (6AM-2PM),2024-02-21 06:17,2024-02-21 12:06,7.8,68.2,26.5,375.3,5,4,0.876,494.13,203.47
PRD-RUN-000706,JOB-00178,PRD-007,MCH-010,OPR-013,2,Drill Press,2024-02-21,Morning (6AM-2PM),2024-02-21 13:02,2024-02-21 15:01,11.3,21.6,28.4,147.7,5,4,0.971,89.47,69.59
PRD-RUN-000707,JOB-00178,PRD-007,MCH-009,OPR-002,3,Drill Press,2024-02-21,Afternoon (2PM-10PM),2024-02-21 15:09,2024-02-21 17:06,8.7,21.8,0.5,118.2,5,4,0.876,88.28,68.66
PRD-RUN-000708,JOB-00178,PRD-007,MCH-011,OPR-004,4,Surface Grinder,2024-02-21,Afternoon (2PM-10PM),2024-02-21 17:25,2024-02-21 20:39,9.1,37.0,4.8,198.9,5,4,0.876,210.28,113.22
PRD-RUN-000709,JOB-00178,PRD-007,MCH-018,OPR-014,5,Inspection Station,2024-02-21,Afternoon (2PM-10PM),2024-02-21 21:55,2024-02-21 23:33,11.2,17.3,39.8,137.5,5,4,0.876,89.56,56.99
PRD-RUN-000710,JOB-00179,PRD-002,MCH-006,OPR-013,1,CNC Lathe,2025-04-08,Night (10PM-6AM),2025-04-08 04:05,2025-04-08 07:42,12.2,41.0,13.0,230.2,5,4,0.929,271.5,126.7
PRD-RUN-000711,JOB-00179,PRD-002,MCH-011,OPR-006,2,Surface Grinder,2025-04-08,Morning (6AM-2PM),2025-04-08 10:40,2025-04-08 13:08,14.3,26.7,89.1,236.9,5,4,0.876,160.12,86.22
PRD-RUN-000712,JOB-00179,PRD-002,MCH-014,OPR-010,3,Assembly Station,2025-04-08,Morning (6AM-2PM),2025-04-08 13:44,2025-04-08 21:47,12.9,94.1,5.1,488.5,5,4,0.876,322.27,281.98
PRD-RUN-000713,JOB-00179,PRD-002,MCH-017,OPR-005,4,Inspection Station,2025-04-08,Night (10PM-6AM),2025-04-08 23:25,2025-04-09 00:53,13.9,14.8,46.0,133.9,5,4,0.912,80.58,51.28
PRD-RUN-000714,JOB-00180,PRD-007,MCH-002,OPR-011,1,CNC Mill,2024-01-02,Night (10PM-6AM),2024-01-02 02:28,2024-01-02 07:26,16.3,56.3,30.9,328.7,5,4,0.876,421.88,173.72
PRD-RUN-000715,JOB-00180,PRD-007,MCH-008,OPR-003,2,Drill Press,2024-01-02,Morning (6AM-2PM),2024-01-02 08:07,2024-01-02 09:48,10.9,17.9,19.4,119.8,5,4,0.969,75.3,58.57
PRD-RUN-000716,JOB-00180,PRD-007,MCH-009,OPR-005,3,Drill Press,2024-01-02,Morning (6AM-2PM),2024-01-02 10:32,2024-01-02 12:23,11.6,19.9,15.9,127.0,5,4,0.95,83.32,64.81
PRD-RUN-000717,JOB-00180,PRD-007,MCH-012,OPR-015,4,Surface Grinder,2024-01-02,Afternoon (2PM-10PM),2024-01-02 14:45,2024-01-02 18:12,14.0,38.6,78.7,285.7,5,4,0.876,224.25,120.75
PRD-RUN-000718,JOB-00180,PRD-007,MCH-018,OPR-006,5,Inspection Station,2024-01-02,Afternoon (2PM-10PM),2024-01-02 19:23,2024-01-02 21:01,10.7,17.5,36.8,135.0,5,4,0.876,90.02,57.28
PRD-RUN-000719,JOB-00181,PRD-007,MCH-004,OPR-001,1,CNC Mill,2025-06-02,Night (10PM-6AM),2025-06-02 04:49,2025-06-02 13:04,12.5,48.2,19.6,514.1,10,8,0.876,700.54,288.46
PRD-RUN-000720,JOB-00181,PRD-007,MCH-010,OPR-005,2,Drill Press,2025-06-02,Afternoon (2PM-10PM),2025-06-02 15:06,2025-06-02 19:06,10.7,22.9,68.1,307.8,10,9,0.952,179.77,139.82
PRD-RUN-000721,JOB-00181,PRD-007,MCH-008,OPR-006,3,Drill Press,2025-06-02,Afternoon (2PM-10PM),2025-06-02 19:37,2025-06-02 23:59,12.6,24.9,9.2,270.8,10,8,0.876,196.2,152.6
PRD-RUN-000722,JOB-00181,PRD-007,MCH-012,OPR-010,4,Surface Grinder,2025-06-03,Night (10PM-6AM),2025-06-03 01:38,2025-06-03 08:09,8.6,38.2,49.0,439.6,10,8,0.876,423.15,227.85
PRD-RUN-000723,JOB-00181,PRD-007,MCH-017,OPR-006,5,Inspection Station,2025-06-03,Morning (6AM-2PM),2025-06-03 09:09,2025-06-03 12:33,7.0,19.7,26.5,230.5,10,8,0.876,187.0,119.0
PRD-RUN-000724,JOB-00182,PRD-008,MCH-002,OPR-007,1,CNC Mill,2024-10-17,Night (10PM-6AM),2024-10-17 04:23,2024-10-17 18:29,9.4,41.8,3.4,848.8,20,18,0.937,1197.65,493.15
PRD-RUN-000725,JOB-00182,PRD-008,MCH-009,OPR-003,2,Drill Press,2024-10-17,Afternoon (2PM-10PM),2024-10-17 19:06,2024-10-18 02:55,13.1,22.8,6.2,475.3,20,18,0.969,351.82,273.64
PRD-RUN-000726,JOB-00182,PRD-008,MCH-014,OPR-005,3,Assembly Station,2024-10-18,Night (10PM-6AM),2024-10-18 03:21,2024-10-18 23:55,13.6,61.0,2.2,1235.8,20,18,0.959,822.4,719.6
PRD-RUN-000727,JOB-00182,PRD-008,MCH-018,OPR-001,4,Inspection Station,2024-10-19,Night (10PM-6AM),2024-10-19 00:13,2024-10-19 06:51,10.0,19.4,3.4,401.4,20,17,0.876,364.83,232.17
PRD-RUN-000728,JOB-00183,PRD-003,MCH-004,OPR-006,1,CNC Mill,2025-09-18,Morning (6AM-2PM),2025-09-18 06:10,2025-09-18 11:55,10.1,67.0,8.3,353.4,5,4,0.876,488.89,201.31
PRD-RUN-000729,JOB-00183,PRD-003,MCH-009,OPR-004,2,Drill Press,2025-09-18,Morning (6AM-2PM),2025-09-18 12:37,2025-09-18 14:33,12.7,20.7,9.2,125.4,5,4,0.911,87.15,67.78
PRD-RUN-000730,JOB-00183,PRD-003,MCH-006,OPR-013,3,CNC Lathe,2025-09-18,Afternoon (2PM-10PM),2025-09-18 14:45,2025-09-18 18:02,9.7,37.3,2.2,198.4,5,4,0.962,245.25,114.45
PRD-RUN-000731,JOB-00183,PRD-003,MCH-017,OPR-016,4,Inspection Station,2025-09-18,Afternoon (2PM-10PM),2025-09-18 18:43,2025-09-18 20:14,6.1,17.0,10.3,101.4,5,4,0.876,83.51,53.14
PRD-RUN-000732,JOB-00184,PRD-002,MCH-007,OPR-013,1,CNC Lathe,2024-12-09,Night (10PM-6AM),2024-12-09 02:41,2024-12-09 04:09,13.7,37.1,8.6,96.5,2,1,0.974,109.88,51.28
PRD-RUN-000733,JOB-00184,PRD-002,MCH-012,OPR-008,2,Surface Grinder,2024-12-09,Morning (6AM-2PM),2024-12-09 09:53,2024-12-09 11:01,15.4,26.3,189.2,257.2,2,1,0.966,73.67,39.67
PRD-RUN-000734,JOB-00184,PRD-002,MCH-013,OPR-013,3,Assembly Station,2024-12-09,Morning (6AM-2PM),2024-12-09 12:20,2024-12-09 14:53,8.3,72.4,32.8,185.9,2,1,0.917,102.07,89.31
PRD-RUN-000735,JOB-00184,PRD-002,MCH-017,OPR-011,4,Inspection Station,2024-12-09,Afternoon (2PM-10PM),2024-12-09 15:54,2024-12-09 16:36,6.7,17.8,26.6,68.9,2,1,0.876,38.78,24.68
PRD-RUN-000736,JOB-00185,PRD-005,MCH-002,OPR-013,1,CNC Mill,2025-08-06,Night (10PM-6AM),2025-08-06 05:44,2025-08-06 07:26,10.2,45.7,2.0,103.6,2,1,0.896,143.93,59.27
PRD-RUN-000737,JOB-00185,PRD-005,MCH-009,OPR-010,2,Drill Press,2025-08-06,Morning (6AM-2PM),2025-08-06 07:43,2025-08-06 08:44,9.4,25.8,1.6,62.6,2,1,0.876,45.75,35.58
PRD-RUN-000738,JOB-00185,PRD-005,MCH-016,OPR-013,3,Assembly Station,2025-08-06,Morning (6AM-2PM),2025-08-06 11:28,2025-08-06 13:58,9.6,70.3,93.8,244.0,2,1,0.907,100.13,87.62
PRD-RUN-000739,JOB-00185,PRD-005,MCH-017,OPR-012,4,Inspection Station,2025-08-06,Afternoon (2PM-10PM),2025-08-06 15:05,2025-08-06 15:46,3.5,19.0,32.2,73.7,2,1,0.876,38.04,24.21
PRD-RUN-000740,JOB-00186,PRD-004,MCH-006,OPR-001,1,CNC Lathe,2024-06-11,Morning (6AM-2PM),2024-06-11 06:46,2024-06-11 13:16,6.2,38.4,2.9,393.1,10,8,0.876,487.75,227.62
PRD-RUN-000741,JOB-00186,PRD-004,MCH-011,OPR-006,2,Surface Grinder,2024-06-11,Afternoon (2PM-10PM),2024-06-11 15:48,2024-06-11 22:21,8.4,38.4,78.2,470.6,10,8,0.876,425.1,228.9
PRD-RUN-000742,JOB-00186,PRD-004,MCH-017,OPR-012,3,Inspection Station,2024-06-11,Night (10PM-6AM),2024-06-11 23:04,2024-06-12 01:52,4.4,16.4,18.8,187.2,10,8,0.876,154.37,98.23
PRD-RUN-000743,JOB-00187,PRD-002,MCH-006,OPR-011,1,CNC Lathe,2024-08-07,Morning (6AM-2PM),2024-08-07 06:08,2024-08-07 20:26,7.8,42.5,5.7,863.5,20,17,0.876,1072.25,500.38
PRD-RUN-000744,JOB-00187,PRD-002,MCH-011,OPR-013,2,Surface Grinder,2024-08-07,Afternoon (2PM-10PM),2024-08-07 21:27,2024-08-08 09:58,5.1,37.3,25.3,776.4,20,19,0.991,813.69,438.14
PRD-RUN-000745,JOB-00187,PRD-002,MCH-013,OPR-008,3,Assembly Station,2024-08-08,Morning (6AM-2PM),2024-08-08 11:20,2024-08-09 06:40,5.7,57.7,33.1,1192.8,20,18,0.957,773.13,676.49
PRD-RUN-000746,JOB-00187,PRD-002,MCH-017,OPR-016,4,Inspection Station,2024-08-09,Morning (6AM-2PM),2024-08-09 06:52,2024-08-09 12:53,15.3,17.3,2.6,363.9,20,17,0.894,331.19,210.76
PRD-RUN-000747,JOB-00188,PRD-005,MCH-002,OPR-002,1,CNC Mill,2025-01-24,Night (10PM-6AM),2025-01-24 04:38,2025-01-24 06:20,5.9,48.0,13.7,115.6,2,1,0.876,144.36,59.44
PRD-RUN-000748,JOB-00188,PRD-005,MCH-008,OPR-010,2,Drill Press,2025-01-24,Morning (6AM-2PM),2025-01-24 06:32,2025-01-24 07:35,17.7,22.5,0.7,63.4,2,1,0.876,47.03,36.58
PRD-RUN-000749,JOB-00188,PRD-005,MCH-016,OPR-003,3,Assembly Station,2025-01-24,Morning (6AM-2PM),2025-01-24 08:10,2025-01-24 10:49,14.3,72.2,8.0,166.7,2,1,0.974,105.8,92.58
PRD-RUN-000750,JOB-00188,PRD-005,MCH-018,OPR-013,4,Inspection Station,2025-01-24,Morning (6AM-2PM),2025-01-24 11:13,2025-01-24 11:46,4.5,13.8,5.3,37.4,2,1,0.922,29.43,18.73
PRD-RUN-000751,JOB-00189,PRD-008,MCH-002,OPR-014,1,CNC Mill,2024-12-13,Morning (6AM-2PM),2024-12-13 06:40,2024-12-13 07:38,7.5,50.2,58.5,116.2,1,1,0.907,81.74,33.66
PRD-RUN-000752,JOB-00189,PRD-008,MCH-008,OPR-010,2,Drill Press,2024-12-13,Morning (6AM-2PM),2024-12-13 08:05,2024-12-13 08:38,11.1,21.6,12.4,45.1,1,1,0.876,24.53,19.08
PRD-RUN-000753,JOB-00189,PRD-008,MCH-015,OPR-013,3,Assembly Station,2024-12-13,Morning (6AM-2PM),2024-12-13 09:02,2024-12-13 10:13,7.5,63.9,8.8,80.2,1,1,0.97,47.6,41.65
PRD-RUN-000754,JOB-00189,PRD-008,MCH-018,OPR-002,4,Inspection Station,2024-12-13,Morning (6AM-2PM),2024-12-13 10:54,2024-12-13 11:26,12.4,19.9,11.6,43.9,1,1,0.876,29.61,18.84
PRD-RUN-000755,JOB-00190,PRD-003,MCH-003,OPR-014,1,CNC Mill,2025-12-29,Night (10PM-6AM),2025-12-29 02:32,2025-12-29 12:15,10.1,57.3,0.4,583.5,10,8,0.876,826.06,340.14
PRD-RUN-000756,JOB-00190,PRD-003,MCH-008,OPR-006,2,Drill Press,2025-12-29,Morning (6AM-2PM),2025-12-29 13:17,2025-12-29 18:12,7.2,28.7,30.1,324.3,10,8,0.876,220.65,171.62
PRD-RUN-000757,JOB-00190,PRD-003,MCH-006,OPR-004,3,CNC Lathe,2025-12-29,Afternoon (2PM-10PM),2025-12-29 19:26,2025-12-30 03:17,10.4,46.1,39.0,510.4,10,8,0.892,589.25,274.98
PRD-RUN-000758,JOB-00190,PRD-003,MCH-018,OPR-003,4,Inspection Station,2025-12-30,Night (10PM-6AM),2025-12-30 04:17,2025-12-30 06:37,11.0,12.9,19.3,159.3,10,9,0.967,128.33,81.67
PRD-RUN-000759,JOB-00191,PRD-002,MCH-006,OPR-004,1,CNC Lathe,2025-08-15,Night (10PM-6AM),2025-08-15 02:50,2025-08-15 04:22,11.5,40.3,57.2,149.3,2,1,0.99,115.12,53.72
PRD-RUN-000760,JOB-00191,PRD-002,MCH-012,OPR-001,2,Surface Grinder,2025-08-15,Night (10PM-6AM),2025-08-15 04:46,2025-08-15 05:55,11.3,28.9,7.7,76.8,2,1,0.876,74.86,40.31
PRD-RUN-000761,JOB-00191,PRD-002,MCH-014,OPR-011,3,Assembly Station,2025-08-15,Morning (6AM-2PM),2025-08-15 07:04,2025-08-15 10:03,15.7,81.5,25.9,204.6,2,1,0.876,119.13,104.24
PRD-RUN-000762,JOB-00191,PRD-002,MCH-017,OPR-013,4,Inspection Station,2025-08-15,Morning (6AM-2PM),2025-08-15 10:40,2025-08-15 11:21,12.2,14.4,14.2,55.2,2,1,0.941,37.58,23.92
PRD-RUN-000763,JOB-00192,PRD-005,MCH-004,OPR-001,1,CNC Mill,2025-02-07,Night (10PM-6AM),2025-02-07 04:48,2025-02-07 20:25,12.5,46.2,10.7,947.2,20,17,0.876,1326.71,546.29
PRD-RUN-000764,JOB-00192,PRD-005,MCH-009,OPR-013,2,Drill Press,2025-02-07,Afternoon (2PM-10PM),2025-02-07 21:16,2025-02-08 03:51,15.3,19.0,18.1,413.4,20,18,0.931,296.48,230.59
