downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-000803,MCH-005,2024-03-06,Tooling Change,0.69,15.48,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000804,MCH-005,2025-01-10,Tooling Change,0.34,7.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000805,MCH-005,2025-03-14,Tooling Change,0.89,20.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000806,MCH-005,2024-02-22,Tooling Change,0.8,17.93,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000807,MCH-005,2025-09-22,Tooling Change,0.34,7.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000808,MCH-005,2025-12-19,Tooling Change,0.63,14.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000809,MCH-005,2025-02-03,Tooling Change,1.07,23.99,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000810,MCH-005,2024-12-18,Tooling Change,0.63,14.27,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000811,MCH-005,2024-08-21,Tooling Change,0.58,13.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000812,MCH-005,2025-11-10,Tooling Change,0.93,20.95,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000813,MCH-005,2025-10-28,Tooling Change,0.72,16.09,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000814,MCH-005,2025-05-07,Tooling Change,0.82,18.52,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000815,MCH-005,2024-03-18,Tooling Change,1.05,23.69,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000816,MCH-005,2025-01-31,Tooling Change,0.49,10.94,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000817,MCH-005,2024-12-13,Tooling Change,0.66,14.89,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000818,MCH-005,2025-06-25,Tooling Change,0.88,19.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000819,MCH-005,2025-03-28,Tooling Change,0.7,15.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000820,MCH-005,2025-04-02,Tooling Change,0.62,13.97,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000821,MCH-005,2025-06-04,Tooling Change,0.92,20.66,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000822,MCH-005,2025-01-03,Tooling Change,0.5,11.23,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000823,MCH-005,2024-10-16,Tooling Change,0.72,16.09,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000824,MCH-005,2025-02-17,Tooling Change,0.82,18.52,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000825,MCH-005,2025-09-30,Tooling Change,0.4,9.11,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000826,MCH-005,2024-04-04,Tooling Change,0.63,14.27,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000827,MCH-005,2024-09-18,Tooling Change,0.65,14.58,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000828,MCH-005,2024-06-17,Tooling Change,0.54,12.15,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000829,MCH-005,2025-07-18,Tooling Change,0.46,10.33,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000830,MCH-005,2025-12-04,Tooling Change,0.34,7.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000831,MCH-005,2025-11-04,Tooling Change,0.65,14.58,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000832,MCH-005,2024-09-11,Tooling Change,0.39,8.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000833,MCH-005,2024-08-28,Tooling Change,0.61,13.66,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000834,MCH-005,2024-11-06,Tooling Change,0.39,8.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000835,MCH-005,2024-04-16,Tooling Change,1.01,22.79,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000836,MCH-005,2025-11-07,Tooling Change,0.55,12.45,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000837,MCH-005,2025-05-26,Tooling Change,0.54,12.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000838,MCH-005,2025-06-05,Tooling Change,0.74,16.71,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000839,MCH-005,2025-02-05,Tooling Change,0.66,14.89,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000840,MCH-005,2025-09-03,Tooling Change,0.96,21.56,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000841,MCH-005,2024-03-14,Tooling Change,0.59,13.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000842,MCH-005,2025-03-20,Material Shortage,6.45,145.19,Night (10PM-6AM),False,Waiting for material delivery
DT-000843,MCH-005,2025-07-14,Material Shortage,6.47,145.49,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-000844,MCH-005,2024-07-22,Material Shortage,5.6,126.06,Night (10PM-6AM),False,Waiting for material delivery
DT-000845,MCH-005,2024-04-15,Material Shortage,2.63,59.24,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-000846,MCH-005,2025-10-31,Material Shortage,7.25,163.11,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-000847,MCH-005,2025-04-04,Material Shortage,4.89,109.96,Morning (6AM-2PM),False,Waiting for material delivery
DT-000848,MCH-005,2024-05-29,Material Shortage,4.94,111.17,Night (10PM-6AM),False,Waiting for material delivery
DT-000849,MCH-005,2024-07-12,Quality Hold,1.73,38.88,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000850,MCH-005,2025-10-30,Quality Hold,1.89,42.53,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000851,MCH-005,2025-02-13,Quality Hold,1.85,41.62,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000852,MCH-005,2024-04-19,Quality Hold,1.71,38.57,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000853,MCH-005,2025-05-14,Quality Hold,2.36,53.16,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000854,MCH-005,2025-02-25,Calibration,1.66,37.37,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000855,MCH-005,2025-02-20,Calibration,1.34,30.06,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000856,MCH-005,2025-03-26,Calibration,0.4,9.11,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000857,MCH-005,2024-07-12,Calibration,1.13,25.52,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000858,MCH-005,2024-03-13,Calibration,1.51,34.02,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000859,MCH-005,2025-09-01,Calibration,0.68,15.19,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000860,MCH-005,2025-03-06,Calibration,1.55,34.94,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000861,MCH-005,2024-06-17,Calibration,0.99,22.18,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000862,MCH-005,2025-07-23,Calibration,1.13,25.52,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000863,MCH-005,2025-05-21,Calibration,0.88,19.74,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000864,MCH-005,2024-06-26,Calibration,0.55,12.45,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000865,MCH-005,2024-11-29,Calibration,1.23,27.63,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000866,MCH-005,2025-07-16,Calibration,1.51,34.02,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000867,MCH-005,2025-03-11,Calibration,1.23,27.63,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000868,MCH-005,2025-09-16,Calibration,0.49,10.94,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000869,MCH-005,2025-04-23,Calibration,1.34,30.06,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000870,MCH-005,2024-09-20,Calibration,1.71,38.57,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000871,MCH-005,2025-05-19,Calibration,1.01,22.79,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000872,MCH-005,2024-08-14,Calibration,1.31,29.46,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000873,MCH-005,2024-05-21,Calibration,1.42,31.89,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000874,MCH-005,2024-11-06,Calibration,1.05,23.69,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000875,MCH-006,2025-08-13,Planned Maintenance,1.66,37.37,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000876,MCH-006,2025-11-21,Planned Maintenance,2.93,65.91,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000877,MCH-006,2025-08-05,Planned Maintenance,2.13,47.99,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000878,MCH-006,2025-08-18,Planned Maintenance,3.51,78.98,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000879,MCH-006,2024-12-16,Planned Maintenance,3.13,70.47,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000880,MCH-006,2025-09-30,Planned Maintenance,3.28,73.8,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000881,MCH-006,2024-10-09,Planned Maintenance,2.42,54.36,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000882,MCH-006,2024-11-21,Planned Maintenance,3.86,86.87,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000883,MCH-006,2025-07-17,Planned Maintenance,2.56,57.71,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000884,MCH-006,2024-11-11,Planned Maintenance,2.08,46.78,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000885,MCH-006,2024-07-19,Planned Maintenance,4.2,94.46,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000886,MCH-006,2024-05-06,Planned Maintenance,2.71,61.05,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000887,MCH-006,2024-02-08,Planned Maintenance,2.05,46.17,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000888,MCH-006,2025-10-07,Planned Maintenance,4.05,91.12,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000889,MCH-006,2024-12-27,Planned Maintenance,2.71,61.05,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000890,MCH-006,2025-07-24,Planned Maintenance,2.27,51.03,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000891,MCH-006,2024-11-15,Planned Maintenance,3.21,72.29,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000892,MCH-006,2024-06-25,Planned Maintenance,2.78,62.57,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000893,MCH-006,2024-10-28,Planned Maintenance,3.24,72.9,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000894,MCH-006,2024-12-09,Planned Maintenance,4.05,91.12,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000895,MCH-006,2024-10-15,Planned Maintenance,2.67,60.14,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000896,MCH-006,2024-12-02,Planned Maintenance,2.01,45.25,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000897,MCH-006,2025-08-19,Planned Maintenance,2.66,59.83,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000898,MCH-006,2024-02-02,Planned Maintenance,2.39,53.76,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000899,MCH-006,2024-10-23,Planned Maintenance,2.84,63.79,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000900,MCH-006,2024-02-08,Planned Maintenance,2.23,50.11,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000901,MCH-006,2025-03-25,Planned Maintenance,2.34,52.54,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000902,MCH-006,2025-08-22,Planned Maintenance,2.73,61.36,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000903,MCH-006,2024-11-07,Planned Maintenance,1.61,36.14,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000904,MCH-006,2024-03-26,Planned Maintenance,3.15,70.77,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000905,MCH-006,2025-04-23,Planned Maintenance,1.93,43.43,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000906,MCH-006,2025-01-16,Planned Maintenance,2.65,59.54,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000907,MCH-006,2025-06-06,Planned Maintenance,2.62,58.93,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000908,MCH-006,2025-03-06,Planned Maintenance,2.16,48.6,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000909,MCH-006,2025-11-24,Planned Maintenance,2.59,58.32,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000910,MCH-006,2025-01-27,Planned Maintenance,3.77,84.74,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000911,MCH-006,2024-06-13,Planned Maintenance,3.42,76.84,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000912,MCH-006,2024-01-17,Planned Maintenance,3.29,74.12,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000913,MCH-006,2025-08-19,Planned Maintenance,3.16,71.08,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000914,MCH-006,2025-09-26,Planned Maintenance,3.15,70.77,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000915,MCH-006,2024-07-31,Planned Maintenance,4.5,101.14,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000916,MCH-006,2025-05-22,Planned Maintenance,3.09,69.55,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000917,MCH-006,2025-02-21,Unplanned Breakdown,4.25,316.62,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000918,MCH-006,2024-10-22,Unplanned Breakdown,3.52,543.82,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000919,MCH-006,2025-06-05,Unplanned Breakdown,2.43,196.74,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000920,MCH-006,2025-03-18,Unplanned Breakdown,2.9,377.06,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000921,MCH-006,2025-04-08,Unplanned Breakdown,5.79,572.47,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000922,MCH-006,2025-02-12,Unplanned Breakdown,3.08,466.55,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000923,MCH-006,2025-09-23,Unplanned Breakdown,4.98,449.43,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000924,MCH-006,2024-10-31,Unplanned Breakdown,6.47,490.91,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000925,MCH-006,2024-03-06,Unplanned Breakdown,3.81,506.94,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000926,MCH-006,2024-07-01,Unplanned Breakdown,6.47,735.9,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000927,MCH-006,2024-07-12,Unplanned Breakdown,6.68,424.13,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000928,MCH-006,2024-04-26,Unplanned Breakdown,4.51,238.13,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000929,MCH-006,2024-12-06,Unplanned Breakdown,8.15,835.43,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000930,MCH-006,2024-01-02,Unplanned Breakdown,3.52,389.03,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000931,MCH-006,2025-05-15,Tooling Change,0.74,16.71,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000932,MCH-006,2025-08-26,Tooling Change,0.63,14.27,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000933,MCH-006,2025-02-17,Tooling Change,0.49,10.94,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000934,MCH-006,2025-04-01,Tooling Change,0.61,13.66,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000935,MCH-006,2025-03-27,Tooling Change,0.88,19.74,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000936,MCH-006,2024-03-11,Tooling Change,0.49,10.94,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000937,MCH-006,2025-07-30,Tooling Change,0.72,16.09,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000938,MCH-006,2024-01-10,Tooling Change,0.38,8.51,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000939,MCH-006,2025-10-09,Tooling Change,0.8,17.93,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000940,MCH-006,2025-05-12,Tooling Change,0.39,8.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000941,MCH-006,2024-01-01,Tooling Change,0.34,7.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000942,MCH-006,2024-04-19,Tooling Change,0.8,17.93,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000943,MCH-006,2024-07-12,Tooling Change,0.35,7.9,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000944,MCH-006,2024-12-31,Tooling Change,0.72,16.09,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000945,MCH-006,2024-06-20,Tooling Change,0.63,14.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000946,MCH-006,2024-08-07,Tooling Change,0.92,20.66,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000947,MCH-006,2024-11-13,Tooling Change,0.45,10.02,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000948,MCH-006,2024-04-09,Tooling Change,0.39,8.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000949,MCH-006,2024-05-08,Tooling Change,0.51,11.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000950,MCH-006,2025-10-31,Tooling Change,0.73,16.4,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000951,MCH-006,2025-09-24,Tooling Change,0.74,16.71,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000952,MCH-006,2025-08-21,Tooling Change,0.94,21.26,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000953,MCH-006,2024-06-27,Tooling Change,0.65,14.58,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000954,MCH-006,2025-11-18,Tooling Change,0.96,21.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000955,MCH-006,2024-06-26,Tooling Change,1.15,25.81,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000956,MCH-006,2024-07-29,Tooling Change,0.66,14.89,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000957,MCH-006,2025-02-26,Tooling Change,0.53,11.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000958,MCH-006,2025-10-29,Tooling Change,0.54,12.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000959,MCH-006,2024-05-15,Tooling Change,0.69,15.48,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000960,MCH-006,2024-04-22,Tooling Change,0.81,18.23,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000961,MCH-006,2024-06-18,Tooling Change,0.57,12.76,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000962,MCH-006,2025-09-03,Tooling Change,0.55,12.45,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000963,MCH-006,2024-09-09,Tooling Change,0.72,16.09,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000964,MCH-006,2024-04-08,Tooling Change,0.46,10.33,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000965,MCH-006,2024-02-22,Tooling Change,0.43,9.72,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000966,MCH-006,2024-06-26,Tooling Change,0.58,13.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000967,MCH-006,2025-06-27,Tooling Change,0.84,18.83,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000968,MCH-006,2024-08-22,Tooling Change,0.58,13.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000969,MCH-006,2024-08-13,Tooling Change,0.73,16.4,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000970,MCH-006,2024-07-18,Tooling Change,0.58,13.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000971,MCH-006,2025-09-10,Tooling Change,0.7,15.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000972,MCH-006,2025-01-06,Tooling Change,0.4,9.11,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000973,MCH-006,2024-01-01,Tooling Change,0.77,17.31,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000974,MCH-006,2025-04-17,Tooling Change,0.7,15.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000975,MCH-006,2024-06-25,Tooling Change,0.43,9.72,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000976,MCH-006,2025-03-07,Tooling Change,0.78,17.62,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000977,MCH-006,2024-05-24,Tooling Change,0.38,8.51,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000978,MCH-006,2024-09-26,Tooling Change,1.01,22.79,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000979,MCH-006,2024-04-23,Tooling Change,0.5,11.23,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000980,MCH-006,2025-12-04,Tooling Change,0.51,11.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000981,MCH-006,2024-05-28,Tooling Change,0.97,21.87,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000982,MCH-006,2024-04-10,Tooling Change,0.63,14.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000983,MCH-006,2025-12-18,Tooling Change,0.61,13.66,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000984,MCH-006,2025-08-04,Tooling Change,0.34,7.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000985,MCH-006,2025-06-18,Tooling Change,0.65,14.58,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000986,MCH-006,2024-03-14,Tooling Change,0.96,21.56,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000987,MCH-006,2025-08-06,Tooling Change,0.58,13.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000988,MCH-006,2024-05-13,Tooling Change,0.96,21.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000989,MCH-006,2024-04-11,Tooling Change,0.72,16.09,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000990,MCH-006,2025-06-25,Tooling Change,0.9,20.34,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000991,MCH-006,2025-02-13,Tooling Change,0.58,13.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000992,MCH-006,2024-02-01,Tooling Change,0.88,19.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000993,MCH-006,2024-12-12,Tooling Change,0.49,10.94,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000994,MCH-006,2024-01-29,Tooling Change,0.72,16.09,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000995,MCH-006,2025-01-14,Tooling Change,0.55,12.45,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000996,MCH-006,2025-08-07,Tooling Change,0.47,10.64,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000997,MCH-006,2025-08-18,Tooling Change,0.89,20.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000998,MCH-006,2025-01-06,Tooling Change,0.57,12.76,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000999,MCH-006,2025-09-01,Tooling Change,0.63,14.27,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001000,MCH-006,2024-11-12,Tooling Change,0.58,13.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001001,MCH-006,2025-05-21,Tooling Change,0.53,11.85,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001002,MCH-006,2025-05-26,Tooling Change,1.04,23.38,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001003,MCH-006,2025-04-15,Tooling Change,0.92,20.66,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001004,MCH-006,2025-04-17,Tooling Change,0.61,13.66,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001005,MCH-006,2024-06-03,Tooling Change,0.49,10.94,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001006,MCH-006,2025-01-13,Tooling Change,0.35,7.9,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001007,MCH-006,2025-03-19,Tooling Change,0.78,17.62,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001008,MCH-006,2025-08-27,Tooling Change,0.7,15.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001009,MCH-006,2024-01-11,Tooling Change,0.7,15.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001010,MCH-006,2025-01-23,Tooling Change,0.7,15.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001011,MCH-006,2025-08-08,Tooling Change,0.34,7.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001012,MCH-006,2024-03-25,Tooling Change,0.54,12.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001013,MCH-006,2024-01-10,Tooling Change,0.9,20.34,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001014,MCH-006,2025-01-15,Tooling Change,0.39,8.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001015,MCH-006,2024-02-02,Tooling Change,0.8,17.93,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001016,MCH-006,2025-11-18,Tooling Change,0.66,14.89,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001017,MCH-006,2025-10-02,Tooling Change,0.73,16.4,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001018,MCH-006,2025-10-24,Tooling Change,0.59,13.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001019,MCH-006,2025-08-12,Tooling Change,0.8,17.93,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001020,MCH-006,2024-12-09,Tooling Change,0.82,18.52,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001021,MCH-006,2024-04-09,Tooling Change,0.5,11.23,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001022,MCH-006,2024-01-11,Tooling Change,0.51,11.54,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001023,MCH-006,2025-02-05,Tooling Change,0.92,20.66,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001024,MCH-006,2025-09-30,Tooling Change,0.57,12.76,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001025,MCH-006,2024-12-05,Tooling Change,0.88,19.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001026,MCH-006,2024-10-29,Tooling Change,0.7,15.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001027,MCH-006,2024-01-17,Tooling Change,0.62,13.97,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001028,MCH-006,2025-04-22,Tooling Change,0.34,7.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001029,MCH-006,2025-04-29,Tooling Change,1.04,23.38,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001030,MCH-006,2024-11-15,Tooling Change,0.69,15.48,Afternoon (2PM-10PM),False,Tool replacement for new job setup
