production_id,job_order_id,product_id,machine_id,operator_id,step_number,step_machine_type,date,shift,start_time,end_time,setup_time_min,cycle_time_min,queue_time_min,total_time_min,quantity_in,quantity_good,first_pass_yield,machine_cost,labor_cost
PRD-RUN-000951,JOB-00239,PRD-005,MCH-009,OPR-015,2,Drill Press,2025-06-13,Morning (6AM-2PM),2025-06-13 10:52,2025-06-13 13:12,11.1,28.9,1.4,157.0,5,4,0.85,117.69,81.72
PRD-RUN-000952,JOB-00239,PRD-005,MCH-013,OPR-008,3,Assembly Station,2025-06-13,Morning (6AM-2PM),2025-06-13 13:26,2025-06-13 16:22,12.7,36.5,2.3,197.5,5,4,0.891,131.19,102.49
PRD-RUN-000953,JOB-00239,PRD-005,MCH-017,OPR-012,4,Inspection Station,2025-06-13,Afternoon (2PM-10PM),2025-06-13 17:40,2025-06-13 19:25,18.4,19.4,63.7,179.1,5,4,0.85,107.7,61.19
PRD-RUN-000954,JOB-00240,PRD-008,MCH-001,OPR-013,1,CNC Mill,2024-12-03,Morning (6AM-2PM),2024-12-03 07:13,2024-12-03 08:24,12.4,32.7,33.0,110.8,2,1,0.877,112.34,41.3
PRD-RUN-000955,JOB-00240,PRD-008,MCH-010,OPR-004,2,Drill Press,2024-12-03,Morning (6AM-2PM),2024-12-03 09:04,2024-12-03 09:58,7.7,25.9,24.5,84.0,2,1,0.894,45.28,31.44
PRD-RUN-000956,JOB-00240,PRD-008,MCH-015,OPR-003,3,Assembly Station,2024-12-03,Morning (6AM-2PM),2024-12-03 10:28,2024-12-03 12:45,11.6,70.1,1.2,153.0,2,1,0.947,102.14,79.8
PRD-RUN-000957,JOB-00240,PRD-008,MCH-018,OPR-003,4,Inspection Station,2024-12-03,Morning (6AM-2PM),2024-12-03 13:46,2024-12-03 14:22,9.0,14.9,37.1,75.9,2,1,0.936,36.55,20.77
PRD-RUN-000958,JOB-00241,PRD-002,MCH-005,OPR-015,1,CNC Lathe,2025-06-10,Night (10PM-6AM),2025-06-10 03:13,2025-06-10 07:40,12.3,57.2,9.7,308.0,5,4,0.85,374.92,156.22
PRD-RUN-000959,JOB-00241,PRD-002,MCH-011,OPR-008,2,Surface Grinder,2025-06-10,Morning (6AM-2PM),2025-06-10 08:33,2025-06-10 11:45,7.8,41.2,29.5,243.3,5,4,0.965,232.71,111.88
PRD-RUN-000960,JOB-00241,PRD-002,MCH-015,OPR-006,3,Assembly Station,2025-06-10,Morning (6AM-2PM),2025-06-10 12:16,2025-06-10 18:17,6.7,79.4,1.6,405.3,5,4,0.85,269.7,210.7
PRD-RUN-000961,JOB-00241,PRD-002,MCH-017,OPR-008,4,Inspection Station,2025-06-10,Afternoon (2PM-10PM),2025-06-10 18:48,2025-06-10 20:20,13.4,17.6,8.6,110.0,5,4,0.913,94.35,53.61
PRD-RUN-000962,JOB-00242,PRD-001,MCH-004,OPR-006,1,CNC Mill,2024-09-27,Morning (6AM-2PM),2024-09-27 08:05,2024-09-27 13:24,9.0,69.6,26.6,383.6,5,4,0.85,506.93,186.38
PRD-RUN-000963,JOB-00242,PRD-001,MCH-008,OPR-009,2,Drill Press,2024-09-27,Afternoon (2PM-10PM),2024-09-27 14:07,2024-09-27 16:10,9.8,25.4,29.1,165.9,5,4,0.85,103.58,71.93
PRD-RUN-000964,JOB-00242,PRD-001,MCH-012,OPR-003,3,Surface Grinder,2024-09-27,Afternoon (2PM-10PM),2024-09-27 17:40,2024-09-27 20:49,10.4,40.0,75.2,285.6,5,4,0.954,229.2,110.19
PRD-RUN-000965,JOB-00242,PRD-001,MCH-017,OPR-003,4,Inspection Station,2024-09-27,Night (10PM-6AM),2024-09-27 22:05,2024-09-27 23:37,12.4,17.9,70.3,172.2,5,4,0.947,94.86,53.9
PRD-RUN-000966,JOB-00243,PRD-008,MCH-002,OPR-010,1,CNC Mill,2024-10-30,Night (10PM-6AM),2024-10-30 05:45,2024-10-30 07:34,11.9,54.5,53.9,174.8,2,1,0.85,173.42,63.76
PRD-RUN-000967,JOB-00243,PRD-008,MCH-008,OPR-007,2,Drill Press,2024-10-30,Morning (6AM-2PM),2024-10-30 08:04,2024-10-30 08:50,12.9,18.3,21.7,71.2,2,1,0.908,38.21,26.54
PRD-RUN-000968,JOB-00243,PRD-008,MCH-014,OPR-008,3,Assembly Station,2024-10-30,Morning (6AM-2PM),2024-10-30 09:15,2024-10-30 10:26,11.0,33.6,7.1,85.3,2,1,0.926,53.01,41.42
PRD-RUN-000969,JOB-00243,PRD-008,MCH-018,OPR-015,4,Inspection Station,2024-10-30,Morning (6AM-2PM),2024-10-30 11:01,2024-10-30 11:45,6.0,21.5,18.4,67.4,2,1,0.85,45.58,25.9
PRD-RUN-000970,JOB-00244,PRD-001,MCH-001,OPR-002,1,CNC Mill,2024-12-13,Morning (6AM-2PM),2024-12-13 08:45,2024-12-13 12:49,9.2,52.5,46.8,318.5,5,4,0.85,386.67,142.16
PRD-RUN-000971,JOB-00244,PRD-001,MCH-009,OPR-003,2,Drill Press,2024-12-13,Morning (6AM-2PM),2024-12-13 13:56,2024-12-13 15:21,3.5,18.4,41.4,136.9,5,4,0.943,71.81,49.88
PRD-RUN-000972,JOB-00244,PRD-001,MCH-011,OPR-016,3,Surface Grinder,2024-12-13,Afternoon (2PM-10PM),2024-12-13 16:20,2024-12-13 19:04,7.8,34.9,52.7,235.0,5,4,0.85,198.74,95.55
PRD-RUN-000973,JOB-00244,PRD-001,MCH-017,OPR-015,4,Inspection Station,2024-12-13,Afternoon (2PM-10PM),2024-12-13 19:41,2024-12-13 21:27,12.9,20.8,17.4,134.3,5,4,0.85,108.73,61.78
PRD-RUN-000974,JOB-00245,PRD-004,MCH-005,OPR-016,1,CNC Lathe,2024-10-23,Night (10PM-6AM),2024-10-23 05:24,2024-10-23 09:17,12.4,49.6,42.2,302.6,5,4,0.85,327.47,136.44
PRD-RUN-000975,JOB-00245,PRD-004,MCH-011,OPR-004,2,Surface Grinder,2024-10-23,Morning (6AM-2PM),2024-10-23 09:53,2024-10-23 12:03,11.1,26.7,25.7,170.3,5,4,0.915,157.85,75.89
PRD-RUN-000976,JOB-00245,PRD-004,MCH-017,OPR-016,3,Inspection Station,2024-10-23,Morning (6AM-2PM),2024-10-23 12:35,2024-10-23 14:07,8.6,18.6,8.1,109.7,5,4,0.85,94.05,53.43
PRD-RUN-000977,JOB-00246,PRD-004,MCH-006,OPR-001,1,CNC Lathe,2024-07-30,Morning (6AM-2PM),2024-07-30 07:43,2024-07-30 11:18,5.5,46.9,54.4,294.4,5,4,0.85,301.0,125.42
PRD-RUN-000978,JOB-00246,PRD-004,MCH-012,OPR-004,2,Surface Grinder,2024-07-30,Afternoon (2PM-10PM),2024-07-30 15:14,2024-07-30 18:17,11.0,38.5,229.3,432.8,5,4,0.866,222.04,106.75
PRD-RUN-000979,JOB-00246,PRD-004,MCH-018,OPR-007,3,Inspection Station,2024-07-30,Afternoon (2PM-10PM),2024-07-30 18:32,2024-07-30 19:54,8.8,16.4,3.8,94.6,5,4,0.877,83.98,47.72
PRD-RUN-000980,JOB-00247,PRD-005,MCH-004,OPR-001,1,CNC Mill,2024-07-25,Night (10PM-6AM),2024-07-25 03:08,2024-07-25 08:08,12.3,64.5,27.2,362.0,5,4,0.85,476.48,175.17
PRD-RUN-000981,JOB-00247,PRD-005,MCH-009,OPR-014,2,Drill Press,2024-07-25,Morning (6AM-2PM),2024-07-25 08:46,2024-07-25 10:56,12.0,26.4,30.6,174.6,5,4,0.884,109.2,75.83
PRD-RUN-000982,JOB-00247,PRD-005,MCH-015,OPR-016,3,Assembly Station,2024-07-25,Morning (6AM-2PM),2024-07-25 11:46,2024-07-25 17:26,8.6,74.3,21.7,401.8,5,4,0.85,253.94,198.39
PRD-RUN-000983,JOB-00247,PRD-005,MCH-017,OPR-011,4,Inspection Station,2024-07-25,Afternoon (2PM-10PM),2024-07-25 17:55,2024-07-25 19:36,8.9,20.7,16.8,129.2,5,4,0.85,104.1,59.15
PRD-RUN-000984,JOB-00248,PRD-005,MCH-004,OPR-010,1,CNC Mill,2024-06-05,Night (10PM-6AM),2024-06-05 04:04,2024-06-05 13:23,11.7,61.3,6.5,631.2,10,8,0.85,886.47,325.91
PRD-RUN-000985,JOB-00248,PRD-005,MCH-010,OPR-010,2,Drill Press,2024-06-05,Afternoon (2PM-10PM),2024-06-05 15:01,2024-06-05 18:55,10.0,25.1,78.5,339.5,10,8,0.85,196.56,136.5
PRD-RUN-000986,JOB-00248,PRD-005,MCH-015,OPR-008,3,Assembly Station,2024-06-05,Afternoon (2PM-10PM),2024-06-05 19:24,2024-06-06 05:50,9.9,69.0,8.8,708.7,10,9,0.944,467.34,365.11
PRD-RUN-000987,JOB-00248,PRD-005,MCH-018,OPR-009,4,Inspection Station,2024-06-06,Morning (6AM-2PM),2024-06-06 06:30,2024-06-06 09:50,13.3,20.9,17.1,239.4,10,8,0.85,205.64,116.84
PRD-RUN-000988,JOB-00249,PRD-003,MCH-003,OPR-015,1,CNC Mill,2024-12-05,Night (10PM-6AM),2024-12-05 04:30,2024-12-05 08:50,7.1,56.4,31.4,320.5,5,4,0.85,411.11,151.14
PRD-RUN-000989,JOB-00249,PRD-003,MCH-008,OPR-006,2,Drill Press,2024-12-05,Morning (6AM-2PM),2024-12-05 10:14,2024-12-05 12:22,6.1,27.4,60.2,203.3,5,4,0.85,108.02,75.02
PRD-RUN-000990,JOB-00249,PRD-003,MCH-006,OPR-001,3,CNC Lathe,2024-12-05,Morning (6AM-2PM),2024-12-05 13:18,2024-12-05 16:57,10.8,46.5,26.6,269.9,5,4,0.85,305.63,127.34
PRD-RUN-000991,JOB-00249,PRD-003,MCH-018,OPR-016,4,Inspection Station,2024-12-05,Afternoon (2PM-10PM),2024-12-05 17:23,2024-12-05 19:01,12.2,19.3,3.8,112.5,5,4,0.85,100.82,57.28
PRD-RUN-000992,JOB-00250,PRD-001,MCH-004,OPR-006,1,CNC Mill,2024-03-14,Night (10PM-6AM),2024-03-14 03:46,2024-03-16 03:15,8.8,63.6,64.5,3253.3,50,42,0.85,4520.1,1661.8
PRD-RUN-000993,JOB-00250,PRD-001,MCH-008,OPR-003,2,Drill Press,2024-03-16,Night (10PM-6AM),2024-03-16 03:49,2024-03-16 18:08,14.0,18.9,9.1,968.1,50,49,0.985,721.56,501.08
PRD-RUN-000994,JOB-00250,PRD-001,MCH-012,OPR-010,3,Surface Grinder,2024-03-16,Afternoon (2PM-10PM),2024-03-16 20:42,2024-03-18 08:26,9.2,47.8,129.4,2528.6,50,42,0.85,2601.63,1250.78
PRD-RUN-000995,JOB-00250,PRD-001,MCH-017,OPR-015,4,Inspection Station,2024-03-18,Morning (6AM-2PM),2024-03-18 08:47,2024-03-19 00:23,10.9,20.7,1.2,1047.1,50,42,0.85,960.86,545.94
PRD-RUN-000996,JOB-00251,PRD-007,MCH-003,OPR-006,1,CNC Mill,2024-04-01,Morning (6AM-2PM),2024-04-01 06:13,2024-04-03 11:37,8.9,71.6,36.2,3625.1,50,42,0.85,5083.52,1868.94
PRD-RUN-000997,JOB-00251,PRD-007,MCH-008,OPR-004,2,Drill Press,2024-04-03,Morning (6AM-2PM),2024-04-03 12:48,2024-04-04 06:40,12.0,23.7,58.6,1255.6,50,44,0.891,900.48,625.33
PRD-RUN-000998,JOB-00251,PRD-007,MCH-008,OPR-007,3,Drill Press,2024-04-04,Morning (6AM-2PM),2024-04-04 06:51,2024-04-04 23:52,6.0,22.7,2.5,1143.5,50,43,0.871,857.64,595.58
PRD-RUN-000999,JOB-00251,PRD-007,MCH-012,OPR-010,4,Surface Grinder,2024-04-05,Night (10PM-6AM),2024-04-05 04:53,2024-04-06 16:02,14.1,46.9,293.3,2652.4,50,42,0.85,2559.04,1230.31
PRD-RUN-001000,JOB-00251,PRD-007,MCH-018,OPR-016,5,Inspection Station,2024-04-06,Afternoon (2PM-10PM),2024-04-06 16:34,2024-04-07 04:04,9.9,15.2,8.9,778.8,50,42,0.85,708.3,402.44
PRD-RUN-001001,JOB-00252,PRD-008,MCH-001,OPR-010,1,CNC Mill,2024-06-04,Night (10PM-6AM),2024-06-04 05:18,2024-06-04 09:16,10.1,51.0,7.0,272.1,5,4,0.85,376.99,138.6
PRD-RUN-001002,JOB-00252,PRD-008,MCH-010,OPR-007,2,Drill Press,2024-06-04,Morning (6AM-2PM),2024-06-04 09:51,2024-06-04 11:53,7.4,25.6,24.6,160.0,5,4,0.897,102.39,71.11
PRD-RUN-001003,JOB-00252,PRD-008,MCH-014,OPR-011,3,Assembly Station,2024-06-04,Afternoon (2PM-10PM),2024-06-04 14:17,2024-06-04 20:46,12.8,84.3,126.5,560.8,5,4,0.85,290.67,227.09
PRD-RUN-001004,JOB-00252,PRD-008,MCH-017,OPR-007,4,Inspection Station,2024-06-04,Afternoon (2PM-10PM),2024-06-04 21:17,2024-06-04 22:51,8.2,19.4,4.7,109.9,5,4,0.895,97.23,55.24
PRD-RUN-001005,JOB-00253,PRD-004,MCH-006,OPR-006,1,CNC Lathe,2024-03-01,Morning (6AM-2PM),2024-03-01 06:13,2024-03-01 09:36,8.1,43.6,0.4,226.5,5,4,0.85,283.64,118.18
PRD-RUN-001006,JOB-00253,PRD-004,MCH-011,OPR-006,2,Surface Grinder,2024-03-01,Morning (6AM-2PM),2024-03-01 10:00,2024-03-01 13:11,9.6,40.8,1.3,214.9,5,4,0.85,232.48,111.77
PRD-RUN-001007,JOB-00253,PRD-004,MCH-018,OPR-016,3,Inspection Station,2024-03-01,Morning (6AM-2PM),2024-03-01 13:36,2024-03-01 15:04,11.5,17.2,6.0,103.5,5,4,0.85,90.85,51.62
PRD-RUN-001008,JOB-00254,PRD-008,MCH-004,OPR-009,1,CNC Mill,2024-02-13,Night (10PM-6AM),2024-02-13 03:09,2024-02-13 11:46,12.2,56.4,15.1,591.3,10,8,0.85,819.03,301.12
PRD-RUN-001009,JOB-00254,PRD-008,MCH-008,OPR-009,2,Drill Press,2024-02-13,Morning (6AM-2PM),2024-02-13 12:07,2024-02-13 16:02,8.5,25.3,7.4,268.9,10,8,0.85,196.99,136.79
PRD-RUN-001010,JOB-00254,PRD-008,MCH-016,OPR-010,3,Assembly Station,2024-02-13,Afternoon (2PM-10PM),2024-02-13 16:41,2024-02-14 04:09,9.1,76.0,21.5,790.6,10,8,0.85,513.78,401.39
PRD-RUN-001011,JOB-00254,PRD-008,MCH-018,OPR-005,4,Inspection Station,2024-02-14,Night (10PM-6AM),2024-02-14 04:42,2024-02-14 07:48,8.3,19.8,11.5,217.8,10,8,0.878,190.24,108.09
PRD-RUN-001012,JOB-00255,PRD-008,MCH-003,OPR-011,1,CNC Mill,2025-09-02,Night (10PM-6AM),2025-09-02 05:39,2025-09-03 04:21,7.8,75.8,17.8,1541.6,20,17,0.85,2160.73,794.38
PRD-RUN-001013,JOB-00255,PRD-008,MCH-010,OPR-012,2,Drill Press,2025-09-03,Night (10PM-6AM),2025-09-03 05:04,2025-09-03 13:29,5.8,28.0,22.2,588.0,20,17,0.85,424.87,295.05
PRD-RUN-001014,JOB-00255,PRD-008,MCH-015,OPR-015,3,Assembly Station,2025-09-03,Afternoon (2PM-10PM),2025-09-03 15:58,2025-09-04 20:17,9.0,94.6,139.5,2040.5,20,17,0.85,1268.59,991.08
PRD-RUN-001015,JOB-00255,PRD-008,MCH-018,OPR-014,4,Inspection Station,2025-09-04,Afternoon (2PM-10PM),2025-09-04 21:15,2025-09-05 03:31,6.7,20.7,31.0,451.7,20,17,0.85,386.75,219.74
PRD-RUN-001016,JOB-00256,PRD-008,MCH-004,OPR-014,1,CNC Mill,2025-09-26,Morning (6AM-2PM),2025-09-26 07:12,2025-09-26 14:34,7.1,48.7,30.4,524.5,10,8,0.893,701.47,257.89
PRD-RUN-001017,JOB-00256,PRD-008,MCH-008,OPR-013,2,Drill Press,2025-09-26,Afternoon (2PM-10PM),2025-09-26 15:11,2025-09-26 18:51,8.2,23.7,21.3,266.5,10,9,0.918,184.97,128.45
PRD-RUN-001018,JOB-00256,PRD-008,MCH-013,OPR-014,3,Assembly Station,2025-09-26,Afternoon (2PM-10PM),2025-09-26 20:53,2025-09-27 09:01,9.3,80.5,114.8,929.1,10,8,0.869,543.79,424.84
PRD-RUN-001019,JOB-00256,PRD-008,MCH-018,OPR-005,4,Inspection Station,2025-09-27,Morning (6AM-2PM),2025-09-27 09:38,2025-09-27 12:07,7.9,15.8,26.1,192.0,10,9,0.908,152.87,86.86
PRD-RUN-001020,JOB-00257,PRD-002,MCH-006,OPR-009,1,CNC Lathe,2024-07-30,Night (10PM-6AM),2024-07-30 02:53,2024-07-30 17:25,11.6,48.2,8.1,983.7,20,17,0.85,1220.24,508.43
PRD-RUN-001021,JOB-00257,PRD-002,MCH-011,OPR-007,2,Surface Grinder,2024-07-30,Afternoon (2PM-10PM),2024-07-30 18:09,2024-07-31 01:18,7.1,23.6,22.7,501.8,20,17,0.896,520.64,250.31
PRD-RUN-001022,JOB-00257,PRD-002,MCH-014,OPR-009,3,Assembly Station,2024-07-31,Night (10PM-6AM),2024-07-31 01:56,2024-08-01 07:36,11.7,99.0,16.6,2008.3,20,17,0.85,1328.85,1038.16
PRD-RUN-001023,JOB-00257,PRD-002,MCH-018,OPR-012,4,Inspection Station,2024-08-01,Morning (6AM-2PM),2024-08-01 07:56,2024-08-01 13:44,8.4,19.0,11.1,399.5,20,17,0.85,357.69,203.23
PRD-RUN-001024,JOB-00258,PRD-003,MCH-001,OPR-011,1,CNC Mill,2025-04-09,Night (10PM-6AM),2025-04-09 04:35,2025-04-09 13:04,6.8,56.2,1.5,570.3,10,8,0.85,807.3,296.8
PRD-RUN-001025,JOB-00258,PRD-003,MCH-009,OPR-013,2,Drill Press,2025-04-09,Morning (6AM-2PM),2025-04-09 13:14,2025-04-09 17:01,9.4,24.4,1.0,254.4,10,8,0.896,191.02,132.65
PRD-RUN-001026,JOB-00258,PRD-003,MCH-006,OPR-007,3,CNC Lathe,2025-04-09,Afternoon (2PM-10PM),2025-04-09 18:04,2025-04-10 01:55,11.8,51.4,36.9,562.7,10,8,0.884,659.12,274.63
PRD-RUN-001027,JOB-00258,PRD-003,MCH-017,OPR-015,4,Inspection Station,2025-04-10,Night (10PM-6AM),2025-04-10 04:54,2025-04-10 08:12,9.5,21.2,151.2,372.7,10,8,0.85,203.8,115.79
PRD-RUN-001028,JOB-00259,PRD-005,MCH-003,OPR-004,1,CNC Mill,2025-09-08,Morning (6AM-2PM),2025-09-08 08:20,2025-09-08 15:52,11.9,49.3,43.0,547.9,10,8,0.877,717.01,263.61
PRD-RUN-001029,JOB-00259,PRD-005,MCH-008,OPR-008,2,Drill Press,2025-09-08,Afternoon (2PM-10PM),2025-09-08 16:03,2025-09-08 19:24,12.9,21.2,3.0,227.9,10,9,0.927,169.6,117.78
PRD-RUN-001030,JOB-00259,PRD-005,MCH-014,OPR-011,3,Assembly Station,2025-09-08,Afternoon (2PM-10PM),2025-09-08 21:07,2025-09-09 07:19,6.2,67.9,85.6,770.8,10,8,0.85,457.11,357.12
PRD-RUN-001031,JOB-00259,PRD-005,MCH-018,OPR-016,4,Inspection Station,2025-09-09,Morning (6AM-2PM),2025-09-09 08:00,2025-09-09 11:04,7.2,19.8,28.9,234.1,10,8,0.85,189.11,107.45
PRD-RUN-001032,JOB-00260,PRD-002,MCH-005,OPR-013,1,CNC Lathe,2024-11-04,Morning (6AM-2PM),2024-11-04 07:21,2024-11-04 09:37,6.9,28.8,28.8,179.7,5,4,0.916,189.56,78.98
PRD-RUN-001033,JOB-00260,PRD-002,MCH-012,OPR-008,2,Surface Grinder,2024-11-04,Morning (6AM-2PM),2024-11-04 10:42,2024-11-04 13:28,10.5,34.7,51.5,235.5,5,4,0.977,200.8,96.54
PRD-RUN-001034,JOB-00260,PRD-002,MCH-015,OPR-013,3,Assembly Station,2024-11-04,Morning (6AM-2PM),2024-11-04 13:58,2024-11-04 19:26,9.4,71.3,17.0,382.9,5,4,0.916,244.83,191.28
PRD-RUN-001035,JOB-00260,PRD-002,MCH-017,OPR-004,4,Inspection Station,2024-11-04,Afternoon (2PM-10PM),2024-11-04 19:49,2024-11-04 21:32,10.8,20.6,7.8,121.6,5,4,0.9,105.54,59.97
PRD-RUN-001036,JOB-00261,PRD-008,MCH-001,OPR-011,1,CNC Mill,2025-08-14,Night (10PM-6AM),2025-08-14 05:28,2025-08-14 13:47,10.8,54.7,20.0,577.8,10,8,0.85,791.43,290.97
PRD-RUN-001037,JOB-00261,PRD-008,MCH-009,OPR-012,2,Drill Press,2025-08-14,Afternoon (2PM-10PM),2025-08-14 14:19,2025-08-14 17:27,7.7,20.2,27.2,236.9,10,8,0.869,157.66,109.49
PRD-RUN-001038,JOB-00261,PRD-008,MCH-016,OPR-010,3,Assembly Station,2025-08-14,Afternoon (2PM-10PM),2025-08-14 18:30,2025-08-15 07:30,5.5,86.8,36.9,910.4,10,8,0.85,582.77,455.29
PRD-RUN-001039,JOB-00261,PRD-008,MCH-017,OPR-016,4,Inspection Station,2025-08-15,Morning (6AM-2PM),2025-08-15 08:11,2025-08-15 11:23,4.9,20.9,12.3,226.2,10,8,0.85,197.02,111.94
PRD-RUN-001040,JOB-00262,PRD-008,MCH-002,OPR-003,1,CNC Mill,2024-05-15,Night (10PM-6AM),2024-05-15 04:21,2024-05-15 06:04,13.1,50.5,36.5,150.6,2,1,0.927,163.9,60.26
PRD-RUN-001041,JOB-00262,PRD-008,MCH-009,OPR-014,2,Drill Press,2024-05-15,Morning (6AM-2PM),2024-05-15 06:36,2024-05-15 07:23,6.3,22.6,12.2,63.7,2,1,0.863,39.22,27.24
PRD-RUN-001042,JOB-00262,PRD-008,MCH-014,OPR-005,3,Assembly Station,2024-05-15,Morning (6AM-2PM),2024-05-15 08:18,2024-05-15 10:14,9.8,59.5,33.5,162.3,2,1,0.933,86.61,67.67
PRD-RUN-001043,JOB-00262,PRD-008,MCH-018,OPR-007,4,Inspection Station,2024-05-15,Morning (6AM-2PM),2024-05-15 10:53,2024-05-15 11:35,10.0,17.7,30.6,76.0,2,1,0.914,42.71,24.27
PRD-RUN-001044,JOB-00263,PRD-007,MCH-001,OPR-015,1,CNC Mill,2024-12-31,Night (10PM-6AM),2024-12-31 04:48,2024-12-31 13:46,8.3,59.4,4.1,606.4,10,8,0.85,854.1,314.01
PRD-RUN-001045,JOB-00263,PRD-007,MCH-008,OPR-011,2,Drill Press,2024-12-31,Afternoon (2PM-10PM),2024-12-31 14:13,2024-12-31 19:06,5.6,32.1,21.8,348.4,10,8,0.85,245.78,170.68
PRD-RUN-001046,JOB-00263,PRD-007,MCH-010,OPR-009,3,Drill Press,2024-12-31,Afternoon (2PM-10PM),2024-12-31 20:15,2024-12-31 23:55,10.0,23.5,48.9,293.9,10,8,0.85,184.8,128.33
PRD-RUN-001047,JOB-00263,PRD-007,MCH-012,OPR-001,4,Surface Grinder,2025-01-01,Night (10PM-6AM),2025-01-01 02:22,2025-01-01 08:08,7.8,37.9,118.7,505.5,10,8,0.85,419.57,201.72
PRD-RUN-001048,JOB-00263,PRD-007,MCH-017,OPR-003,5,Inspection Station,2025-01-01,Morning (6AM-2PM),2025-01-01 08:30,2025-01-01 11:10,12.5,16.5,15.5,193.0,10,9,0.973,163.76,93.04
PRD-RUN-001049,JOB-00264,PRD-003,MCH-003,OPR-012,1,CNC Mill,2025-11-10,Night (10PM-6AM),2025-11-10 04:20,2025-11-10 23:08,5.8,62.8,10.4,1272.2,20,17,0.85,1789.45,657.88
PRD-RUN-001050,JOB-00264,PRD-003,MCH-009,OPR-007,2,Drill Press,2025-11-10,Night (10PM-6AM),2025-11-10 23:31,2025-11-11 07:05,9.5,24.9,0.6,508.1,20,17,0.864,380.93,264.54
PRD-RUN-001051,JOB-00264,PRD-003,MCH-005,OPR-011,3,CNC Lathe,2025-11-11,Morning (6AM-2PM),2025-11-11 07:32,2025-11-11 22:01,10.4,48.0,7.4,977.8,20,17,0.85,1215.76,506.57
PRD-RUN-001052,JOB-00264,PRD-003,MCH-018,OPR-008,4,Inspection Station,2025-11-11,Night (10PM-6AM),2025-11-11 23:59,2025-11-12 05:15,7.5,17.2,95.3,446.8,20,17,0.865,323.92,184.04
PRD-RUN-001053,JOB-00265,PRD-002,MCH-006,OPR-012,1,CNC Lathe,2024-05-13,Morning (6AM-2PM),2024-05-13 06:16,2024-05-13 07:40,4.1,44.6,12.3,105.6,2,1,0.891,117.17,48.82
PRD-RUN-001054,JOB-00265,PRD-002,MCH-012,OPR-007,2,Surface Grinder,2024-05-13,Morning (6AM-2PM),2024-05-13 09:14,2024-05-13 10:07,7.8,25.4,65.0,123.6,2,1,0.943,64.55,31.03
PRD-RUN-001055,JOB-00265,PRD-002,MCH-015,OPR-009,3,Assembly Station,2024-05-13,Morning (6AM-2PM),2024-05-13 11:14,2024-05-13 13:35,11.8,72.7,50.9,208.1,2,1,0.85,105.73,82.6
PRD-RUN-001056,JOB-00265,PRD-002,MCH-017,OPR-005,4,Inspection Station,2024-05-13,Afternoon (2PM-10PM),2024-05-13 14:40,2024-05-13 15:23,10.6,18.3,52.6,99.8,2,1,0.899,44.35,25.2
PRD-RUN-001057,JOB-00266,PRD-002,MCH-005,OPR-014,1,CNC Lathe,2025-06-17,Night (10PM-6AM),2025-06-17 03:11,2025-06-17 09:56,13.8,43.8,12.6,464.4,10,8,0.85,566.72,236.13
PRD-RUN-001058,JOB-00266,PRD-002,MCH-012,OPR-013,2,Surface Grinder,2025-06-17,Morning (6AM-2PM),2025-06-17 10:30,2025-06-17 15:57,8.8,35.6,14.9,379.7,10,8,0.855,396.51,190.63
PRD-RUN-001059,JOB-00266,PRD-002,MCH-016,OPR-002,3,Assembly Station,2025-06-17,Afternoon (2PM-10PM),2025-06-17 16:45,2025-06-18 05:38,9.4,85.5,30.5,894.9,10,8,0.85,576.72,450.57
PRD-RUN-001060,JOB-00266,PRD-002,MCH-017,OPR-012,4,Inspection Station,2025-06-18,Morning (6AM-2PM),2025-06-18 06:35,2025-06-18 10:05,14.3,21.8,28.4,260.7,10,8,0.85,214.88,122.09
PRD-RUN-001061,JOB-00267,PRD-001,MCH-001,OPR-014,1,CNC Mill,2025-04-16,Night (10PM-6AM),2025-04-16 05:05,2025-04-16 06:00,10.2,49.8,13.3,73.3,1,1,0.876,86.79,31.91
PRD-RUN-001062,JOB-00267,PRD-001,MCH-008,OPR-011,2,Drill Press,2025-04-16,Morning (6AM-2PM),2025-04-16 06:43,2025-04-16 07:20,9.6,30.2,21.2,61.0,1,1,0.85,30.74,21.35
PRD-RUN-001063,JOB-00267,PRD-001,MCH-012,OPR-010,3,Surface Grinder,2025-04-16,Morning (6AM-2PM),2025-04-16 08:27,2025-04-16 09:14,6.8,44.1,45.4,96.3,1,1,0.85,56.06,26.95
PRD-RUN-001064,JOB-00267,PRD-001,MCH-018,OPR-003,4,Inspection Station,2025-04-16,Morning (6AM-2PM),2025-04-16 09:38,2025-04-16 10:03,10.4,15.7,4.1,30.2,1,1,0.939,25.05,14.23
PRD-RUN-001065,JOB-00268,PRD-007,MCH-001,OPR-003,1,CNC Mill,2025-08-28,Night (10PM-6AM),2025-08-28 04:45,2025-08-28 11:58,8.1,47.6,11.6,495.7,10,10,1.0,687.19,252.64
PRD-RUN-001066,JOB-00268,PRD-007,MCH-010,OPR-004,2,Drill Press,2025-08-28,Morning (6AM-2PM),2025-08-28 13:46,2025-08-28 17:23,16.1,22.5,86.9,328.0,10,8,0.865,182.36,126.64
PRD-RUN-001067,JOB-00268,PRD-007,MCH-010,OPR-006,3,Drill Press,2025-08-28,Afternoon (2PM-10PM),2025-08-28 18:22,2025-08-28 22:54,13.7,28.9,31.3,334.0,10,8,0.85,228.23,158.49
